Company,Contact Name,Contact Email,Contact Phone,Street Address,City,State,Zip / Postal,Country,Slips,Stage,Source,Segment,Tags,Notes,Next Step,Due Date,Deal Amount,Probability %,Hardware $,Software $,Services $,Value Driver,Est. Pedestals,Est. Slips Impacted,Est. Close Date,Competitors,Created At,Industry,Relationship Type,Conversion Target,Research Status,Added By Enrichment,Power Service Found,30A Shore Power,50A+ Shore Power,Fuel Dock,Pumpout,Transient Moorage,Marina Size / Moorage Notes,Primary Source URL,Additional Source URLs,Research Notes,QA Confidence,Last Researched,Address Source URL,Address Research Status,Address Confidence
The Outpost at Winter Harbour,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Thetis Island Marina and Resort,Marina Contact,,,46 Harbour Rd,Cowichan Valley Regional District,British Columbia,V0R 2Y0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://thetisisland.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://thetisisland.com/,Populated from Thetis Island Marina public address,medium
Thieves Bay Marina,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Thunderbird Marina,Marina Contact,,,5776 Marine Dr,Metro Vancouver Regional District,British Columbia,V7W 2S2,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://thunderbirdmarine.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://thunderbirdmarine.com/,Populated from Thunderbird Marina public address,medium
Toba Wilderness,Marina Contact,,,,Powell River Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Tofino Harbour Authority,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Tofino Resort + Marina,Marina Contact,,,634 Campbell St,Regional District of Alberni-Clayoquot,British Columbia,V0R 2Z0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://tofinoresortandmarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://tofinoresortandmarina.com/,Populated from Tofino Resort + Marina public address,high
Townsite Marina Ltd,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,205,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,30A / 50A,Yes,Yes,,,Yes,205 slips; 30/50 amp listed.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Tuta Marina,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Ucluelet Harbour,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Union Steamship Marina & Bowen Island Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Upnit Lodge & Marina,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Van Isle Marina,Marina Contact,,,2320 Harbour Rd,Capital Regional District,British Columbia,V8L 2P6,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,15A / 30A / 50A / 100A,Yes,Yes,Yes,Yes,Yes,15/30/50/100 amp listed; large destination marina.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,https://vanislemarina.com/,Populated from Van Isle Marina public address,high
Vancouver Marina,Marina Contact,,,8211 River Rd,Richmond,British Columbia,V6X 1X8,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://vancouvermarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://vancouvermarina.com/,Populated from Vancouver Marina public address,medium
Vesuvius Bay,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Victoria International Marina,Marina Contact,,,1 Cooperage Pl,Capital Regional District,British Columbia,V9A 7J9,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://vimarina.ca/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://vimarina.ca/,Populated from Victoria International Marina public address,high
Village Marina,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,20A / 30A / 50A,Yes,Yes,,,Yes,"2,200 ft of moorage; 20/30/50 amp listed.",https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
W. E. Mills Landing & Marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Ward's Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Waterfront Suites & Marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
West Vancouver Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
West Vancouver Yacht Club,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,15A / 30A,Yes,Unknown,,,Yes,15/30 amp power listed.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Westbay Marine Village,Marina Contact,,,453 Head St,Capital Regional District,British Columbia,V9A 5S1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://westbay.bc.ca/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://westbay.bc.ca/,Populated from Westbay Marine Village public address,medium
Westport Marina,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Westview Marina and Lodging,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Wharf Street & Hyack,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Winter Harbour Marina and RV,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Zeballos Fuels & Marina,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Test Marina,Trevor Burgess,trevor@voltsafe.com,7786880498,,North Vancouver,British Columbia,,CA,,new,Existing CRM export,,,,,,,,,,,,,,,,Sun Apr 12 2026 04:56:52 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Awis Guesthouse and Marina,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,contacted,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Royal Vancouver Yacht Club- Coal Harbour Station,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Buccaneer Marina,Marina Contact,,,,Sunshine Coast Regional District,British Columbia,,CA,-,contacted,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Kelowna Yacht Club,Marina Contact,info@kelownayachtclub.com,250-762-3310,1370 Water St,Kelowna,British Columbia,V1Y 1J1,CA,1000+,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,freshwater marina scale / modernization,,1000,,,,marine,,,new lead - added from web research,Yes,Year-round secure mooring; power not specified in source,Unknown,Unknown,Unknown,Unknown,Unknown,"Canada's largest freshwater marina; over 1,000 slips.",https://www.kelownayachtclub.com/,https://www.kelownayachtclub.com/moorage,High-priority inland freshwater target due to scale.,high,2026-05-21,https://kelownayachtclub.com/,Populated from Kelowna Yacht Club public address,high
Downtown Kelowna Marina,Marina Contact,,,230 Queensway,Kelowna,British Columbia,V1Y 6S4,CA,68 itinerant / transient slips,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Yes,Unknown,Yes,"68 itinerant slips, public pier, fuel, retail, rentals.",https://downtownkelownamarina.ca/,https://lake.com/attractions/downtown-marina-kelowna/,Commercial downtown marina; strong public-visitor use case.,medium,2026-05-21,https://downtownkelownamarina.ca/,Populated from Downtown Kelowna marina waterfront location,medium
Eldorado Resort Marina / Eldorado Yacht Club,Marina Contact,,,500 Cook Rd,Kelowna,British Columbia,V1W 3G9,CA,160+,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Yes,Over 160 slips at Eldorado Resort / Yacht Club area.,https://eldoradoresort.ca/activities/marina/,https://eldoradoresort.ca/activities/yacht-club/,Resort marina; likely premium smart-pedestal fit but service details need follow-up.,medium,2026-05-21,https://www.eldoradoresort.ca/,Populated from Eldorado Resort public address,high
Penticton Yacht Club Marina,Marina Contact,,,293 Marina Way,Penticton,British Columbia,V2A 1H5,CA,450,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,450,,,,marine,,,new lead - added from web research,Yes,Electricity included / service available,Likely / verify amperage,Unknown,Unknown,Unknown,Yes,450 berths from 16-65 ft plus 18 visitor slips; electricity included in fee page.,https://pentictonyachtclub.com/marina/,https://pentictonyachtclub.com/rates-fees/,Large Okanagan freshwater marina; high-priority target.,high,2026-05-21,https://pentictonyachtclub.com/,Populated from Penticton Yacht Club public address,high
Vernon Yacht Club,Marina Contact,info@vernonyachtclub.com,250-545-5518,7919 Okanagan Landing Rd,Vernon,British Columbia,V1H 1H1,CA,285,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Most slips full-service; amperage not specified,Likely / verify amperage,Unknown,Unknown,Unknown,Unknown,285 mooring slips; most are full-service.,https://www.vernonyachtclub.com/marina,https://www.vernonyachtclub.com/contact-us,Large Okanagan freshwater marina.,high,2026-05-21,https://vernonyachtclub.com/,Populated from Vernon Yacht Club public address,high
Peachland Yacht Club,Marina Contact,contact@peachlandyachtclub.com,,,Peachland,British Columbia,,CA,60,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Limited / reciprocal,60 slips from 16-33 ft; members-only marina with limited visitor/reciprocal moorage.,https://peachlandyachtclub.com/about/,https://www.peachland.ca/marina,Smaller private-club target; lower priority than 200+ slip sites.,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Summerland Yacht Club,Marina Contact,,,13209 Lakeshore Dr S,Summerland,British Columbia,V0H 1Z1,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Reciprocal / visitor,Visitor/reciprocal moorage listed; slip count not found in first-pass sources.,https://www.summerlandyachtclub.com/,https://marinas.com/view/marina/2gcrjv_Summerland_Yacht_Club_Summerland_BC_Canada,Needs follow-up for slip count and electrical service.,medium,2026-05-21,https://summerlandyachtclub.com/,Populated from Summerland Yacht Club public address,high
Bruker Marina at Tobiano,Marina Contact,,,38 Holloway Dr / Tobiano Golf Course area,Tobiano,British Columbia,V1S 0B3,CA,220,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Yes,Unknown,Yes,220 slips; seasonal/annual moorage; fuel dock.,https://www.tobiano.ca/bruker-marina/,https://www.tobiano.ca/bruker-marina/fuel-dock/,Kamloops-area freshwater target; strong fit for regional trip/outreach.,high,2026-05-21,https://brukermarina.com/,Populated from Bruker Marina / Tobiano public pages; exact marina dock address needs operator confirmation,medium
Old Town Bay Marina,Marina Contact,,,,Sicamous,British Columbia,,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,30A / 50A,Yes,Yes,Unknown,Unknown,Yes,Moorage rate pages list 30A and 50A power options.,https://oldtownbaymarina.com/moorage/,https://oldtownbaymarina.com/,High-value Shuswap target because 30/50A is explicitly published.,high,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
The Marina Sicamous,Marina Contact,,,,Sicamous,British Columbia,,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Yes,Unknown,Yes,Wet/dry moorage and fuel dock with gas/diesel listed.,https://www.marinasicamous.ca/,,Needs electrical service verification.,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Splash Marina,Marina Contact,,,,Sicamous,British Columbia,,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Yes,Wet/dry moorage and storage listed.,https://splashmarina.ca/,,Needs slip count and electrical verification.,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Shuswap Waterfront Marina,Marina Contact,,,,Sicamous,British Columbia,,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Yes,Secure boat moorage listed in Sicamous.,https://www.shuswapwaterfrontmarina.com/,,Needs slip count and electrical verification.,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Shuswap Marina,Marina Contact,,,2127 Ingram Lane,Blind Bay,British Columbia,V0E 1H2,CA,,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Yes,Unknown,Yes,"Full-service marina with year-round, seasonal and short-term moorage plus gas dock.",https://www.shuswapmarina.com/,,Needs slip count and electrical verification.,medium,2026-05-21,https://shuswapmarina.com/,Populated from Shuswap Marina public address,medium
Sea Dog Rentals & Marina,Marina Contact,,,,Salmon Arm,British Columbia,,CA,55,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Yes,55 premium moorage slips listed.,https://www.seadogrentals.ca/marina/,,Smaller but useful Shuswap target.,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
LR Boatworld Marina,Marina Contact,,,2913 Buckley Rd,Sorrento / Shuswap Lake,British Columbia,V0E 2W1,CA,150,new,Web research,Marina,,,Verify shore-power amperage and decision maker; qualify for VoltSafe pedestal/connectors + $15/month software.,,,,,,,,,,,,,marine,,,new lead - added from web research,Yes,Power not specified in source,Unknown,Unknown,Unknown,Unknown,Unknown,150 moorage slips plus 200+ indoor boat storage listed.,https://lrboatworld.com/boat-moorage-storage/,,Marine dealer + marina/storage operator.,medium,2026-05-21,https://lrboatworld.com/,Populated from LR Boatworld public address,medium
